Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Asset_Category
Sureshbhai Chhaganbhai Chotalia,RKSP,0,Null,37,1585000,Surat,0,0,M,10L-1Cr
Somabhai Gandabhai Kolipatel,INC,0,5th Pass,68,18618718,Surendranagar,0,1,M,>1Cr
Bachubhai Chhaganbhai Dhavania,LPSP,0,Graduate,58,3245000,Surendranagar,40000,0,M,10L-1Cr
Jagrutiben Babulal Gada,MJP,0,12th Pass,39,522944,Surendranagar,0,0,F,1L-10L
Khimjibhai Harjivanbhai Patadiya,KKJHS,1,10th Pass,53,5149727807,Surendranagar,5662000,0,M,>1Cr
Laljibhai Chaturbhai Mer,BJP,2,Literate,53,12969366,Surendranagar,970000,0,M,>1Cr
Mohanbhai Dahyabhai Patel,BSP,0,Null,56,9710108,Surendranagar,2768606,0,M,10L-1Cr
Satubha Kanubha Vaghela,Akhil Bharatiya Jan Sangh,0,12th Pass,75,2350000,Surendranagar,0,0,M,10L-1Cr
Balkrishna Khanderao Shukla,BJP,1,Graduate,45,2662058,Vadodara,216512,0,M,10L-1Cr
Satyajitsinh Dulipsinh Gaikwad,INC,2,Post Graduate,46,39539400,Vadodara,31167820,0,M,>1Cr
Vinaykumar Ramanbhai Purohit,BSP,2,Graduate Professional,36,1157105,Vadodara,0,0,M,10L-1Cr
Kisanbhai Vestabhai Patel,INC,2,12th Pass,46,1520245,Valsad,0,0,M,10L-1Cr
Chhaganbhai Pilubhai Gaude,BSP,0,Graduate,43,200000,Valsad,0,0,M,1L-10L
Dhirubhai Chhaganbhai Patel,BJP,0,Post Graduate,53,15230539,Valsad,1346221,0,M,>1Cr
Laxmanbhai Chhaganbhai Varli,CPI(ML)(L),1,Literate,51,13000,Valsad,0,0,M,<1L
Naineshbhai Madhubhai Bhoye,SP,0,12th Pass,31,1572500,Valsad,0,0,M,10L-1Cr
Pankajkumar Prabhubhai Patel,Aadivasi Sena Party,1,Post Graduate,40,1364375,Valsad,0,0,M,10L-1Cr
Selja,INC,0,Post Graduate,46,46711386,Ambala,0,1,F,>1Cr
Chander Pal,BSP,0,8th Pass,63,20125307,Ambala,325000,0,M,>1Cr
Dalvir Singh,HJC(BL),1,Literate,42,5737000,Ambala,2130500,0,M,10L-1Cr
Hem Raj,LJP,0,Null,46,672423,Ambala,370000,0,M,1L-10L
Rattan Lal Kataria,BJP,0,Post Graduate,57,18507317,Ambala,1383715,0,M,>1Cr
Shruti Choudhry,INC,0,Graduate Professional,33,167266000,Bhiwani-Mahendragarh,17000000,1,F,>1Cr
Ajay Singh Chautala,INLD,1,Post Graduate,44,299716920,Bhiwani-Mahendragarh,4382149,0,M,>1Cr
Anil Kaushik,NCP,1,Post Graduate,45,33171991,Bhiwani-Mahendragarh,170184,0,M,>1Cr
Hansraj,RPI,0,12th Pass,37,5000,Bhiwani-Mahendragarh,0,0,M,<1L
Jai Singh,IJP,0,8th Pass,39,170000,Bhiwani-Mahendragarh,32000,0,M,1L-10L
Mahender Singh,BHBP,1,8th Pass,30,1080000,Bhiwani-Mahendragarh,66000,0,M,10L-1Cr
Narender Singh,HJC(BL),0,Graduate Professional,46,15114239,Bhiwani-Mahendragarh,501458,0,M,>1Cr
Neel Kanwal Alias Neelam Aggarwal,SMBHP,0,Post Graduate,53,87496038,Bhiwani-Mahendragarh,0,0,F,>1Cr
Saroj Yadav,SP,0,Post Graduate,48,12964000,Bhiwani-Mahendragarh,1420000,0,F,>1Cr
Ved Prakash,NSSP,0,5th Pass,54,3558000,Bhiwani-Mahendragarh,80000,0,M,10L-1Cr
Vikram Singh,BSP,0,Graduate Professional,54,23908455,Bhiwani-Mahendragarh,0,0,M,>1Cr
Avtar Singh Bhadana,INC,1,8th Pass,53,40573585,Faridabad,0,0,M,>1Cr
Babu Lal,JUP,0,8th Pass,58,530000,Faridabad,0,0,M,1L-10L
Chetan Sharma,BSP,0,Graduate,43,36722843,Faridabad,12717916,0,M,>1Cr
Devinder,JJJKMC,0,5th Pass,41,430000,Faridabad,0,0,M,1L-10L
Gajender Pratap Bhadana,All India Forward Bloc (Subhasist),0,Graduate,46,14858000,Faridabad,0,0,M,>1Cr
Lata Rani,SP,0,Null,31,1558000,Faridabad,0,0,F,10L-1Cr
Mukesh Kumar,HYRP,0,Post Graduate,42,5683685,Faridabad,0,0,M,10L-1Cr
Nisar Ahmed,RND,0,5th Pass,46,15614557,Faridabad,0,0,M,>1Cr
Ramchander,BJP,0,Others,58,50206203,Faridabad,0,0,M,>1Cr
Rekha Singh,SMBHP,0,Post Graduate,42,547737,Faridabad,0,0,F,1L-10L
Subhash,RWS,0,12th Pass,40,714000,Faridabad,0,0,M,1L-10L
Suraj Bhan,RJAP,0,8th Pass,63,501216536,Faridabad,0,0,M,>1Cr
Inderjit Singh,INC,0,Graduate Professional,59,67383257,Gurgaon,96692,1,M,>1Cr
Dinesh Chander Yadav,NCP,0,Graduate Professional,48,6330000,Gurgaon,0,0,M,10L-1Cr
Ishpal Singh Tomar,RDMP,0,10th Pass,63,467600,Gurgaon,0,0,M,1L-10L
Narvir Singh,HJC(BL),0,Graduate,48,198487305,Gurgaon,0,0,M,>1Cr
Prabhu Lal Batra,RASAP,0,Graduate Professional,71,13556309,Gurgaon,0,0,M,>1Cr
Ramesh Kumar,JKNPP,0,10th Pass,36,645000,Gurgaon,0,0,M,1L-10L
Sunil Yadav,SP,0,Graduate,26,2863413,Gurgaon,2106960,0,M,10L-1Cr
Yashpal,LJP,0,5th Pass,33,1147300,Gurgaon,0,0,M,10L-1Cr
Bhajan Lal,HJC(BL),0,12th Pass,77,65113381,Hisar,7354075,1,M,>1Cr
Gulab Singh,NELU,0,5th Pass,45,2070000,Hisar,20000,0,M,10L-1Cr
Jai Parkash,INC,0,12th Pass,56,6558644,Hisar,1009068,0,M,10L-1Cr
Jang Bahadur,BHBP,0,12th Pass,35,50000,Hisar,0,0,M,<1L
Karan Singh,BRPP,0,10th Pass,36,10717000,Hisar,40000,0,M,>1Cr
Krishan Kumar-1,RASJP,0,12th Pass,43,4647000,Hisar,0,0,M,10L-1Cr
Ram Dayal,BSP,0,8th Pass,63,26307071,Hisar,521200,0,M,>1Cr
Roshan Lal,IJP,0,Literate,51,579779,Hisar,0,0,M,1L-10L
Sampat Singh,INLD,1,Post Graduate,62,42894208,Hisar,915840,0,M,>1Cr
Satpal Singh,LJP,1,Graduate,43,7343722,Hisar,200000,0,M,10L-1Cr
Ramesh Rathod,TDP,2,12th Pass,43,3410000,HISAR :BYE-ELECTION ON 13-10-2011,815241,0,M,10L-1Cr
Ade Tukaram,BJP,0,10th Pass,55,865000,HISAR :BYE-ELECTION ON 13-10-2011,370000,0,M,1L-10L
Kotnak Ramesh,INC,0,12th Pass,39,2600000,HISAR :BYE-ELECTION ON 13-10-2011,0,0,M,10L-1Cr
Masram Nago Rao,PRAP,0,Post Graduate,59,350000,HISAR :BYE-ELECTION ON 13-10-2011,0,0,M,1L-10L
Rathod Sadashiv Naik,BSP,0,Graduate,50,1150000,HISAR :BYE-ELECTION ON 13-10-2011,0,0,M,10L-1Cr
Arvind Kumar Sharma,INC,0,Post Graduate,46,19071256,Karnal,0,1,M,>1Cr
Dr. Ramesh Chhabra,HJC(BL),0,Post Graduate,57,24881418,Karnal,0,0,M,>1Cr
Hawa Singh,RASJP,0,5th Pass,41,1658455,Karnal,0,0,M,10L-1Cr
I D Swami,BJP,0,Post Graduate,79,14665800,Karnal,0,0,M,>1Cr
Kalpana Singh,RPI(A),0,Literate,34,166900,Karnal,0,0,F,1L-10L
Mam Chand,CPI,0,Literate,66,15550000,Karnal,250000,0,M,>1Cr
Manoj Kumar Kashyap,VAJP,0,12th Pass,36,626000,Karnal,0,0,M,1L-10L
Maratha Virender Verma,BSP,1,Graduate Professional,58,85700000,Karnal,0,0,M,>1Cr
Prem Kumar,SHS,0,8th Pass,38,97296,Karnal,8000,0,M,<1L
Rajiv Ahuja,SP,0,Graduate Professional,43,7582228,Karnal,1250744,0,M,10L-1Cr
Ram Pal,RASAP,0,Literate,44,5344874,Karnal,300000,0,M,10L-1Cr
Naveen Jindal,INC,0,Post Graduate,39,1310730000,Kurukshetra,0,1,M,>1Cr
Ashok Kumar Arora,INLD,0,10th Pass,50,12499050,Kurukshetra,281694,0,M,>1Cr
Gurdayal Singh,BSP,0,10th Pass,62,21392000,Kurukshetra,400000,0,M,>1Cr
Jaswant Singh,HJC(BL),0,Graduate,61,169055086,Kurukshetra,358000,0,M,>1Cr
Pardhan,SP,0,Null,47,50000,Kurukshetra,0,0,M,<1L
Deepender Singh,INC,0,Post Graduate,31,65367032,Rohtak,0,1,M,>1Cr
Krishan Murti,HJC(BL),1,Graduate,60,44044846,Rohtak,48547,0,M,>1Cr
Nafe Singh,INLD,2,10th Pass,51,25217798,Rohtak,3244706,0,M,>1Cr
Raj Kumar,BSP,0,Post Graduate,58,26787252,Rohtak,35800604,0,M,>1Cr
Sudesh,RPI,0,10th Pass,36,2320000,Rohtak,0,0,M,10L-1Cr
Ashok Tanwar,INC,2,Post Graduate,33,23664959,Sirsa,0,0,M,>1Cr
Hans Raj,RPI,0,12th Pass,37,5000,Sirsa,0,0,M,<1L
Rajendra Prasad,HJC(BL),0,Graduate Professional,43,15197445,Sirsa,1000000,0,M,>1Cr
Rajesh Kumar,BSP,0,Post Graduate,35,2135857,Sirsa,490000,0,M,10L-1Cr
Rajkumar,JKNPP,0,Graduate,38,1200000,Sirsa,90000,0,M,10L-1Cr
Ram Kumar,CPM,0,12th Pass,41,424000,Sirsa,0,0,M,1L-10L
Sita Ram,INLD,0,Graduate Professional,41,17609841,Sirsa,2900000,0,M,>1Cr
Swarn Singh,RASJP,0,10th Pass,37,5471026,Sirsa,0,0,M,10L-1Cr
Jitender Singh,INC,0,Graduate Professional,40,1779080,Sonipat,0,1,M,10L-1Cr
Devraj Deewan,BSP,0,10th Pass,66,160990187,Sonipat,897060,0,M,>1Cr
Gejender,KKJHS,0,10th Pass,39,9273262,Sonipat,0,0,M,10L-1Cr
Jyoti Parkash,SP,0,10th Pass,28,186000,Sonipat,0,0,M,1L-10L
Kishan Singh Sangwan,BJP,0,Post Graduate,59,15746702,Sonipat,0,0,M,>1Cr
Krishan Kumar,LJP,0,Post Graduate,42,673222,Sonipat,0,0,M,1L-10L
Madangopal,RDMP,0,Literate,38,187950,Sonipat,0,0,M,1L-10L
Om Parkash,BHC,0,10th Pass,45,2400500,Sonipat,520000,0,M,10L-1Cr
Pt. Umesh Sharma,HJC(BL),0,10th Pass,41,14162644,Sonipat,358042,0,M,>1Cr
Raj Pal,CPI(ML)(L),0,10th Pass,37,0,Sonipat,0,0,M,
Rajender Singh,UWF,0,Graduate,48,566000,Sonipat,0,0,M,1L-10L
Rohtash,SMBHP,0,Post Graduate,35,5000,Sonipat,0,0,M,<1L
Sukhbir Singh,NCP,0,Post Graduate,53,24677007,Sonipat,0,0,M,>1Cr
Sushila,JCP,0,12th Pass,42,6565000,Sonipat,0,0,F,10L-1Cr
Anurag Singh Thakur,BJP,0,Graduate,34,24150103,Hamirpur,2504550,1,M,>1Cr
Malkiat Singh,RRD,0,Graduate,54,4510000,Hamirpur,0,0,M,10L-1Cr
Narinder Thakur,INC,0,Post Graduate,51,7115000,Hamirpur,3964,0,M,10L-1Cr
Pankaj Katna,SHS,0,12th Pass,31,35048,Hamirpur,301329,0,M,<1L
Raj Kumar,RWS,0,Post Graduate,44,2249700,Hamirpur,178000,0,M,10L-1Cr
Dr. Rajan Sushant,BJP,0,Graduate Professional,53,11024873,Kangra,2488285,1,M,>1Cr
Chander Kumar,INC,0,Post Graduate,65,11071942,Kangra,1327212,0,M,>1Cr
Col.Narinder Singh Pathania,BSP,0,Graduate Professional,56,3681500,Kangra,0,0,M,10L-1Cr
Joginder Singh,SHS,0,10th Pass,46,2711601,Kangra,200000,0,M,10L-1Cr
Keshab,LJP,0,12th Pass,53,42391500,Kangra,12500000,0,M,>1Cr
Nirmla Sharma,RWS,0,10th Pass,54,25000,Kangra,0,0,F,<1L
Virbhadra Singh,INC,0,Post Graduate,75,225228748,Mandi,628864,1,M,>1Cr
Hookam Chand Shastri,RWS,0,Graduate,56,720000,Mandi,80000,0,M,1L-10L
Lala Ram,BSP,0,10th Pass,33,963000,Mandi,232000,0,M,1L-10L
Maheshwar Singh,BJP,0,12th Pass,61,27781060,Mandi,0,0,M,>1Cr
Onkar Shad,CPM,1,Doctorate,49,1342000,Mandi,140000,0,M,10L-1Cr
Sarvey Satyanarayana,INC,1,Graduate Professional,54,10112521,MANDI : BYE-ELECTION ON 23-06-2013,116848,0,M,>1Cr
Bheem Sen,TDP,0,Graduate Professional,60,2856116,MANDI : BYE-ELECTION ON 23-06-2013,0,0,M,10L-1Cr
C Francis Mjf,SP,0,Graduate,57,60000,MANDI : BYE-ELECTION ON 23-06-2013,0,0,M,<1L
Dr.Lavu Rathaiah,LSP,1,Doctorate,56,155460261,MANDI : BYE-ELECTION ON 23-06-2013,57975695,0,M,>1Cr
Indrasena Reddy,BJP,0,Post Graduate,56,24115000,MANDI : BYE-ELECTION ON 23-06-2013,235000,0,M,>1Cr
M Babu Rao,BSP,2,12th Pass,52,14100000,MANDI : BYE-ELECTION ON 23-06-2013,1115000,0,M,>1Cr
N V Rama Reddy,PPOI,0,10th Pass,54,36650006,MANDI : BYE-ELECTION ON 23-06-2013,96384,0,M,>1Cr
Narendar Kumbala,BPD,0,Post Graduate,39,120000,MANDI : BYE-ELECTION ON 23-06-2013,0,0,M,1L-10L
P Ramakrishna,RKSP,0,Null,42,0,MANDI : BYE-ELECTION ON 23-06-2013,2100000,0,M,
S D Krishnamurthy,TNPP,0,Post Graduate,51,1430000,MANDI : BYE-ELECTION ON 23-06-2013,0,0,M,10L-1Cr
Thulla Devender Goud,PRAP,0,Graduate,56,352257953,MANDI : BYE-ELECTION ON 23-06-2013,0,0,M,>1Cr
Virender Kashyap,BJP,0,Post Graduate,58,3434928,Shimla,0,1,M,10L-1Cr
Brij Lal,SHS,0,10th Pass,30,1824037,Shimla,800000,0,M,10L-1Cr
Dhani Ram Shandil,INC,0,Doctorate,68,16885300,Shimla,0,0,M,>1Cr
Gurnam Singh Chandel,SP,0,8th Pass,36,50000,Shimla,2000000,0,M,<1L
Som Nath,BSP,0,8th Pass,51,19070000,Shimla,600000,0,M,>1Cr
Mirza Mehboob Beg,JKN,0,Graduate Professional,59,4850000,Anantnag,0,1,M,10L-1Cr
Asif Jeelani,AIFB,0,Post Graduate,39,0,Anantnag,0,0,M,
Bashir Ahmad Khan,RNSP,0,Null,50,86000,Anantnag,0,0,M,<1L
Bashir Ahmad Malik,JKANC,0,Null,65,245000,Anantnag,0,0,M,1L-10L
Fayaz Ahmad Bhat,SP,0,Graduate,40,300000,Anantnag,0,0,M,1L-10L
Mohd Rafiq Wani,LJP,0,10th Pass,39,895000,Anantnag,0,0,M,1L-10L
Mohd Sidiq Khan,BJP,0,10th Pass,43,8750000,Anantnag,650000,0,M,10L-1Cr
Mushtaq Ahmad Ganie,IJP,0,10th Pass,39,367000,Anantnag,0,0,M,1L-10L
Nisar Ahmad Khan,BSP,0,12th Pass,41,22500000,Anantnag,0,0,M,>1Cr
Peer Mohd Hussain,JKPDP,0,Graduate,66,1900000,Anantnag,350000,0,M,10L-1Cr
Sharief Ud Din Shariq,JKN,0,Post Graduate,74,11955000,Baramulla,1310000,1,M,>1Cr
Ashiq Hussain Ganie,BCDP,0,8th Pass,25,200000,Baramulla,0,0,M,1L-10L
Gh Ahmad Malla,AIFB,0,Literate,45,400000,Baramulla,0,0,M,1L-10L
Gh Mustafa Kasana,BSP,0,Post Graduate,60,800000,Baramulla,0,0,M,1L-10L
Gh Nabi Parray,RPI(A),0,12th Pass,29,0,Baramulla,0,0,M,
Gh Rasool Bhat,ANC,0,8th Pass,37,7974000,Baramulla,60000,0,M,10L-1Cr
Gulam Rasool Shah,JKANC,0,10th Pass,55,1737000,Baramulla,0,0,M,10L-1Cr
Mohammad Dilawar Mir,JKPDP,1,Graduate Professional,0,20150000,Baramulla,500000,0,M,>1Cr
Mohammad Iqbal Jan,JKNPP,1,12th Pass,32,5000,Baramulla,1000000,0,M,<1L
Sajad Gani Lone,JPC,0,Graduate,41,11181313,Baramulla,0,0,M,>1Cr
Zakir Hussain Sheikh,LJP,0,Literate,48,0,Baramulla,0,0,M,
Madan Lal Sharma,INC,1,10th Pass,56,11882734,Jammu,149750,0,M,>1Cr
Abdul Majeed Malik,BCDP,0,Null,37,80000,Jammu,0,0,M,<1L
Hussain Ali,BSP,0,10th Pass,48,25360000,Jammu,900000,0,M,>1Cr
Lila Karan Sharma,BJP,0,Graduate Professional,68,13449407,Jammu,121108,0,M,>1Cr
Qari Zahir Abbas Bhatti,AIFB,0,10th Pass,39,8300000,Jammu,400000,0,M,10L-1Cr
S.Tarlok Singh,JKPDP,0,Null,59,2340000,Jammu,0,0,M,10L-1Cr
Sanjeev Kumar Manmotra,LJP,0,12th Pass,42,3249800,Jammu,348186,0,M,10L-1Cr
Sant Ram,BHBP,0,12th Pass,73,800000,Jammu,0,0,M,1L-10L
Surjit Singh,RKSP,0,Graduate Professional,58,50000,Jammu,30000,0,M,<1L
Uday Chand,DGPP,0,Post Graduate,55,152550,Jammu,0,0,M,1L-10L
Ghulam Murtaza,JKPDP,0,Post Graduate,49,55500,Ladakh,0,0,M,<1L
Phuntsog Namgyal,INC,0,Post Graduate,71,22461787,Ladakh,266000,0,M,>1Cr
Farooq Abdullah,JKN,0,Graduate Professional,67,97841140,Srinagar,0,1,M,>1Cr
Abdul Rashid Lone,RPI(A),0,10th Pass,41,345000,Srinagar,0,0,M,1L-10L
Avtar Krishan Pandita,BJP,0,Literate,39,15170000,Srinagar,0,0,M,>1Cr
Bilal Ahmad Bhat,Samata Party,0,8th Pass,34,220000,Srinagar,0,0,M,1L-10L
Iftikhar Hussain Ansari,JKPDP,0,Post Graduate,67,219223700,Srinagar,6500000,0,M,>1Cr
Khalida Begum,JKANC,0,8th Pass,75,23462542,Srinagar,0,0,F,>1Cr
Mohammad Ashraf Khan,BSP,0,Graduate,35,100000,Srinagar,0,0,M,<1L
Mushtaq Ahmad,RKSP,0,8th Pass,39,170000,Srinagar,0,0,M,1L-10L
Nissar Ahmad Ahangar,BSKRP,0,10th Pass,26,20000,Srinagar,0,0,M,<1L
Qari Zahir Abbas Bhatti,All India Forward Bloc (Subhasist),0,10th Pass,39,8300000,Srinagar,400000,0,M,10L-1Cr
Ch. Lal Singh,INC,0,Graduate,50,1762378,Udhampur,2650000,1,M,10L-1Cr
Adrees Ahmad Tabbasum,CPI,0,Post Graduate,45,0,Udhampur,0,0,M,
Balbir Singh,JKPDP,0,10th Pass,53,746041,Udhampur,925414,0,M,1L-10L
Bodh Raj,BCDP,0,8th Pass,42,74500,Udhampur,0,0,M,<1L
Dr. Nirmal Singh,BJP,0,Doctorate,53,3800000,Udhampur,0,0,M,10L-1Cr
Kanchan Sharma,BHBP,0,10th Pass,40,310000,Udhampur,0,0,F,1L-10L
Master William Gill,AIFB,0,10th Pass,64,100000,Udhampur,0,0,M,<1L
Prof. Bhim Singh,JKNPP,0,Doctorate,69,572880,Udhampur,500000,0,M,1L-10L
Rajesh Manchanda,RKSP,0,10th Pass,40,800000,Udhampur,0,0,M,1L-10L
Rakesh Wazir,BSP,0,Post Graduate,29,1375000,Udhampur,0,0,M,10L-1Cr
Arun Kumar Yadav,JD(U),2,Graduate,41,1959000,Chatra,15000,0,M,10L-1Cr
Nagmani,RJD,1,12th Pass,46,12430256,Chatra,0,0,M,>1Cr
Prof Khuresh Prasad Sharma,JVM(P),0,Doctorate,62,3330000,Chatra,841082,0,M,10L-1Cr
Sugan Mahto,BSP,0,10th Pass,56,222000,Chatra,25000,0,M,1L-10L
Pashupati Nath Singh,BJP,2,Graduate,60,3943516,Dhanbad,0,0,M,10L-1Cr
A.K. Roy,MCO,1,Post Graduate,72,61317,Dhanbad,0,0,M,<1L
Chandrashekhar Dubey,INC,1,10th Pass,66,14681276,Dhanbad,0,0,M,>1Cr
Din Bandhu Singh,SLP(L),0,10th Pass,56,24000,Dhanbad,0,0,M,<1L
Indu Singh,Samata Party,0,Graduate,32,3552000,Dhanbad,0,0,F,10L-1Cr
M.K.Mandal,Amra Bangalee,0,Post Graduate,62,1372000,Dhanbad,18699,0,M,10L-1Cr
Phul Chand Mandal,JVM(P),3,12th Pass,66,1407804,Dhanbad,325000,0,M,10L-1Cr
Samaresh Singh,BSP,15,12th Pass,68,5309565,Dhanbad,0,0,M,10L-1Cr
Videshi Mahato,JVD,0,Graduate,54,1000000,Dhanbad,373582,0,M,1L-10L
Virendra Pradhan,LJP,2,8th Pass,44,63306146,Dhanbad,0,0,M,>1Cr
Shibu Soren,JMM,3,10th Pass,64,8229419,Dumka,7265635,0,M,10L-1Cr
Arjun Pujhar,SP,0,Null,33,677433,Dumka,6112,0,M,1L-10L
Bitiya Manjhi,CPI(ML)(L),0,10th Pass,53,249532,Dumka,0,0,F,1L-10L
Churka Tudu,BSP,0,8th Pass,44,271000,Dumka,0,0,M,1L-10L
Pashupati Kol,CPI,0,12th Pass,29,779960,Dumka,200000,0,M,1L-10L
Phatik Chandra Hembram,AJSU Party,0,Doctorate,64,3409654,Dumka,0,0,M,10L-1Cr
Ramesh Hembrom,JVM(P),0,Graduate,39,6008000,Dumka,88000,0,M,10L-1Cr
Ramesh Tudu,RJD,0,Post Graduate,34,702000,Dumka,800000,0,M,1L-10L
Sunil Soren,BJP,0,12th Pass,30,1494554,Dumka,780006,0,M,10L-1Cr
Ravindra Kumar Pandey,BJP,1,Graduate,50,32722762,Giridih,3317725,0,M,>1Cr
Aklu Ram Mahto,CPI,0,Post Graduate,65,935350,Giridih,0,0,M,1L-10L
Bijay Singh,BSP,1,8th Pass,48,920000,Giridih,485228,0,M,1L-10L
Md. Himayun Ansari,RJD,0,Graduate,72,1478000,Giridih,0,0,M,10L-1Cr
Mrinal Kanti Dev,SLP(L),0,Graduate,61,80000,Giridih,0,0,M,<1L
Ravinder Mahto,JKP(N),0,12th Pass,43,3079000,Giridih,0,0,M,10L-1Cr
Saba Ahmad,JVM(P),0,Post Graduate,62,2070000,Giridih,0,0,M,10L-1Cr
Shiva Mahto,MCO,0,8th Pass,75,595000,Giridih,0,0,M,1L-10L
Teklal Mahto,JMM,1,Graduate Professional,57,8550119,Giridih,0,0,M,10L-1Cr
Nishikant Dubey,BJP,0,Post Graduate,37,101037987,Godda,0,1,M,>1Cr
Ashok Sharma,Jharkhand Party,0,Others,32,392000,Godda,14800,0,M,1L-10L
Binod Meharia,BSA,1,10th Pass,56,3284017,Godda,7000,0,M,10L-1Cr
Durga Soren,JMM,2,Graduate,39,10683400,Godda,1562293,0,M,>1Cr
Furkan Ansari,INC,2,Graduate,61,4052000,Godda,3143,0,M,10L-1Cr
Geeta Mandal,CPI(ML)(L),1,Null,39,115251,Godda,0,0,M,1L-10L
Govind Lal Marandi,RSP,0,10th Pass,39,12599,Godda,60000,0,M,<1L
Iqbal Durrani,BSP,0,Graduate,50,2565751,Godda,0,0,M,10L-1Cr
Jawahar Lal Yadav,LJP,0,8th Pass,31,1024074,Godda,27500,0,M,10L-1Cr
Nandlal Yadav,SP,1,10th Pass,39,1069053,Godda,1251638,0,M,10L-1Cr
Niranjan Prasad Yadav,RWS,0,Post Graduate,33,180000,Godda,0,0,M,1L-10L
Pradeep Yadav,JVM(P),2,Graduate,42,4832110,Godda,373516,0,M,10L-1Cr
Pradeep Yadav,Samata Party,0,12th Pass,25,6875,Godda,0,0,M,<1L
Raj Narayan Khawade,AJSU Party,5,10th Pass,42,19293268,Godda,0,0,M,>1Cr
Santosh Kumar Ray,AITC,0,Graduate,26,535000,Godda,0,0,M,1L-10L
Suraj Mandal,JVD,0,Doctorate,61,3267740,Godda,0,0,M,10L-1Cr
Yashwant Sinha,BJP,1,Post Graduate,71,36576217,Hazaribagh,0,0,M,>1Cr
Bhuvneshwar Prasad Mehta,CPI,1,Graduate,64,5539578,Hazaribagh,0,0,M,10L-1Cr
Braj Kishore Jaishwal,JVM(P),0,10th Pass,63,224496583,Hazaribagh,0,0,M,>1Cr
Chandra Prakash Choudhary,AJSU Party,4,Graduate,40,2942581,Hazaribagh,368750,0,M,10L-1Cr
Digamber Kumar Mehta,SP,3,10th Pass,42,3655803,Hazaribagh,0,0,M,10L-1Cr
Kishor Kumar Pandey,BSP,0,Null,35,0,Hazaribagh,0,0,M,
Saurabh Narain Singh,INC,0,Post Graduate,34,91445199,Hazaribagh,0,0,M,>1Cr
Shivlal Mahto,JMM,6,Graduate,34,3445200,Hazaribagh,7449292,0,M,10L-1Cr
Arjun Munda,BJP,2,Graduate Professional,41,12384895,Jamshedpur,176069,0,M,>1Cr
Ajeet Kumar,BSP,0,Graduate,39,2634938,Jamshedpur,349714,0,M,10L-1Cr
Arvind Kumar Singh,JVM(P),2,Graduate,47,22281785,Jamshedpur,0,0,M,>1Cr
Parikshit Mahato,LJP,0,8th Pass,43,188385,Jamshedpur,543364,0,M,1L-10L
Shailendra Mahto,AJSU Party,0,10th Pass,55,3463343,Jamshedpur,420934,0,M,10L-1Cr
Suman Mahto,JMM,3,12th Pass,44,4973320,Jamshedpur,111414,0,M,10L-1Cr
Anjan Kumar Yadav,INC,0,12th Pass,47,20620697,JAMSHEDPUR :BYE-ELECTION 01-07-2011,1500000,0,M,>1Cr
Abdus Sattar Mujahed,MUL,0,Graduate,41,1139000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,10L-1Cr
B. Dattatreya,BJP,0,Graduate,61,79280671,JAMSHEDPUR :BYE-ELECTION 01-07-2011,750000,0,M,>1Cr
C.V.L Narasimha Rao,LSP,0,Graduate Professional,54,3370000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,150000,0,M,10L-1Cr
Dr. D. Sravan Kumar,PRAP,0,Doctorate,41,5896000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,65313,0,M,10L-1Cr
Indad Jah,ANC,0,Null,64,25000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,<1L
M. Venkatesh,BSP,0,12th Pass,32,2470000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,745000,0,M,10L-1Cr
Md. Ali,TRS,0,Graduate,55,13105000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,460990,0,M,>1Cr
Md. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,3050000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,10L-1Cr
P.Damodar Reddy,PPOI,0,10th Pass,49,10595000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,>1Cr
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,160000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,1L-10L
S.Devaiah,TNPP,0,Graduate,59,1988000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,10L-1Cr
Shiraz Khan,UWF,0,12th Pass,39,85000,JAMSHEDPUR :BYE-ELECTION 01-07-2011,110000,0,M,<1L
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,178833380,JAMSHEDPUR :BYE-ELECTION 01-07-2011,0,0,M,>1Cr
Kariya Munda,BJP,0,Post Graduate,72,5989638,Khunti,133125,1,M,10L-1Cr
Neal Tirki,INC,3,Graduate,55,4459905,Khunti,249878,0,M,10L-1Cr
Nishikant Horo,Jharkhand Party,0,Doctorate,55,3431377,Khunti,0,0,M,10L-1Cr
Nitima Bodra Bari,JKP(N),0,Graduate,41,3725523,Khunti,0,0,F,10L-1Cr
